Num,Ch,Res,Hit_Direction,x_H,y_H,z_H,x_R,y_R,z_R
12,0,0.175089937066,0,0.125,-0.2,0.08,0.125,0.2,0.057
12,2,0.0946759839336,0,0.125,-0.2,0.08,0.125,0.2,0.057
12,1,0.106766735416,0,0.125,-0.2,0.08,0.125,0.2,0.057
14,0,0.877044740308,0,0.125,0.1,0.08,0.125,0.2,0.057
14,2,0.317295594476,0,0.125,0.1,0.08,0.125,0.2,0.057
14,1,0.435083556605,0,0.125,0.1,0.08,0.125,0.2,0.057
15,0,0.0937392600447,0,-0.075,-0.1,0.034,0.125,0.2,0.057
15,2,0.111462607747,0,-0.075,-0.1,0.034,0.125,0.2,0.057
15,1,0.0,0,-0.075,-0.1,0.034,0.125,0.2,0.057
16,0,0.0,1,-0.125,0.25,0.034,-0.075,0.1,0.057
16,2,0.0,1,-0.125,0.25,0.034,-0.075,0.1,0.057
16,1,0.0995096475123,1,-0.125,0.25,0.034,-0.075,0.1,0.057
18,0,0.270202148189,0,0.125,-0.2,0.034,-0.075,0.1,0.057
18,2,0.0,0,0.125,-0.2,0.034,-0.075,0.1,0.057
18,1,0.0951522853972,0,0.125,-0.2,0.034,-0.075,0.1,0.057
19,0,0.123063829792,1,0.075,-0.2,0.017,-0.075,0.1,0.057
19,2,0.0,1,0.075,-0.2,0.017,-0.075,0.1,0.057
19,1,0.0,1,0.075,-0.2,0.017,-0.075,0.1,0.057
2,0,0.742458539426,0,-0.125,0.2,0.08,-0.125,0.25,0.034
2,2,0.201645839096,0,-0.125,0.2,0.08,-0.125,0.25,0.034
2,1,0.0723652691588,0,-0.125,0.2,0.08,-0.125,0.25,0.034
20,0,0.040600658623,0,-0.075,-0.1,0.08,-0.075,0.1,0.057
20,2,0.0721353740286,0,-0.075,-0.1,0.08,-0.075,0.1,0.057
20,1,0.0,0,-0.075,-0.1,0.08,-0.075,0.1,0.057
21,0,0.0,1,0.125,0.25,0.034,-0.075,-0.1,0.057
21,2,0.0,1,0.125,0.25,0.034,-0.075,-0.1,0.057
21,1,0.0621656005467,1,0.125,0.25,0.034,-0.075,-0.1,0.057
22,0,0.0,2,-0.067,0.201,0.032,-0.075,-0.1,0.057
22,2,0.40673711532,2,-0.067,0.201,0.032,-0.075,-0.1,0.057
22,1,0.0,2,-0.067,0.201,0.032,-0.075,-0.1,0.057
23,0,0.105781354795,2,-0.175,-0.248,0.0,-0.075,-0.1,0.057
23,2,0.459405180995,2,-0.175,-0.248,0.0,-0.075,-0.1,0.057
23,1,0.0714938857358,2,-0.175,-0.248,0.0,-0.075,-0.1,0.057
24,0,0.0,0,-0.075,0.0,0.057,-0.075,-0.1,0.057
24,2,0.0552379191978,0,-0.075,0.0,0.057,-0.075,-0.1,0.057
24,1,0.0,0,-0.075,0.0,0.057,-0.075,-0.1,0.057
25,0,0.0810800084135,1,0.0,0.2,0.057,-0.075,-0.1,0.057
25,2,0.0,1,0.0,0.2,0.057,-0.075,-0.1,0.057
25,1,0.0,1,0.0,0.2,0.057,-0.075,-0.1,0.057
27,0,0.119130233711,2,0.092,0.227,0.032,-0.092,-0.25,0.017
27,2,0.0768119957371,2,0.092,0.227,0.032,-0.092,-0.25,0.017
27,1,0.116888660769,2,0.092,0.227,0.032,-0.092,-0.25,0.017
29,0,0.0,1,-0.075,-0.2,0.017,-0.092,-0.25,0.017
29,2,0.0895351061187,1,-0.075,-0.2,0.017,-0.092,-0.25,0.017
29,1,1.31977400508,1,-0.075,-0.2,0.017,-0.092,-0.25,0.017
30,0,0.0928276454585,1,0.125,-0.2,0.08,-0.092,-0.25,0.017
30,2,0.0,1,0.125,-0.2,0.08,-0.092,-0.25,0.017
30,1,0.0822747759727,1,0.125,-0.2,0.08,-0.092,-0.25,0.017
31,0,0.0866419623957,1,-0.075,0.2,0.017,-0.075,0.2,0.114
31,2,0.075132843097,1,-0.075,0.2,0.017,-0.075,0.2,0.114
31,1,0.0,1,-0.075,0.2,0.017,-0.075,0.2,0.114
32,0,0.323288194512,0,-0.125,-0.2,0.08,-0.075,0.2,0.114
32,2,0.0,0,-0.125,-0.2,0.08,-0.075,0.2,0.114
32,1,0.0,0,-0.125,-0.2,0.08,-0.075,0.2,0.114
33,0,0.694191472795,0,-0.075,0.1,0.057,-0.075,0.2,0.114
33,2,0.151950545367,0,-0.075,0.1,0.057,-0.075,0.2,0.114
33,1,0.147858377791,0,-0.075,0.1,0.057,-0.075,0.2,0.114
34,0,0.266375406765,1,0.15,0.25,0.017,-0.075,0.2,0.114
34,2,0.0,1,0.15,0.25,0.017,-0.075,0.2,0.114
34,1,0.0,1,0.15,0.25,0.017,-0.075,0.2,0.114
35,0,0.157728758063,2,-0.092,0.2205,0.032,-0.075,0.2,0.114
35,2,0.348582496996,2,-0.092,0.2205,0.032,-0.075,0.2,0.114
35,1,0.0,2,-0.092,0.2205,0.032,-0.075,0.2,0.114
36,0,0.0878996624825,1,0.075,0.2,0.097,0.125,-0.2,0.08
36,2,0.0739691952502,1,0.075,0.2,0.097,0.125,-0.2,0.08
36,1,0.0,1,0.075,0.2,0.097,0.125,-0.2,0.08
38,0,0.138288376174,0,-0.075,0.2,0.057,0.125,-0.2,0.08
38,2,0.146277932155,0,-0.075,0.2,0.057,0.125,-0.2,0.08
38,1,0.291310637414,0,-0.075,0.2,0.057,0.125,-0.2,0.08
39,0,0.162475380154,2,-0.092,0.2201,0.032,0.125,-0.2,0.08
39,2,0.234618962936,2,-0.092,0.2201,0.032,0.125,-0.2,0.08
39,1,0.337673827951,2,-0.092,0.2201,0.032,0.125,-0.2,0.08
42,0,0.145625283794,0,0.075,0.1,0.034,0.075,-0.1,0.08
42,2,0.430883205827,0,0.075,0.1,0.034,0.075,-0.1,0.08
42,1,0.174259466458,0,0.075,0.1,0.034,0.075,-0.1,0.08
44,0,0.0,1,0.0,0.25,0.0,0.075,-0.1,0.08
44,2,0.0,1,0.0,0.25,0.0,0.075,-0.1,0.08
44,1,0.0,1,0.0,0.25,0.0,0.075,-0.1,0.08
45,0,0.0,2,-0.067,0.221,0.032,0.075,-0.1,0.08
45,2,0.935752088529,2,-0.067,0.221,0.032,0.075,-0.1,0.08
45,1,0.158334805681,2,-0.067,0.221,0.032,0.075,-0.1,0.08
46,0,0.11379012799,0,-0.075,-0.2,0.08,-0.125,-0.1,0.034
46,2,0.0482591754671,0,-0.075,-0.2,0.08,-0.125,-0.1,0.034
46,1,0.0,0,-0.075,-0.2,0.08,-0.125,-0.1,0.034
47,0,0.0,1,-0.075,-0.2,0.017,-0.125,-0.1,0.034
47,2,0.0,1,-0.075,-0.2,0.017,-0.125,-0.1,0.034
47,1,0.104789656166,1,-0.075,-0.2,0.017,-0.125,-0.1,0.034
49,0,0.0,1,0.075,0.2,0.08,-0.125,-0.1,0.034
49,2,0.0925672453827,1,0.075,0.2,0.08,-0.125,-0.1,0.034
49,1,0.0,1,0.075,0.2,0.08,-0.125,-0.1,0.034
50,0,0.286760898377,2,0.092,0.227,0.032,-0.125,-0.1,0.034
50,2,0.610354552785,2,0.092,0.227,0.032,-0.125,-0.1,0.034
50,1,0.15077516661,2,0.092,0.227,0.032,-0.125,-0.1,0.034
6,0,0.0,1,0.175,-0.25,0.0,-0.075,-0.2,0.08
6,2,0.131025284999,1,0.175,-0.25,0.0,-0.075,-0.2,0.08
6,1,0.0,1,0.175,-0.25,0.0,-0.075,-0.2,0.08
7,0,0.226237538691,0,0.125,0.1,0.08,-0.075,-0.2,0.08
7,2,0.0,0,0.125,0.1,0.08,-0.075,-0.2,0.08
7,1,0.078974734686,0,0.125,0.1,0.08,-0.075,-0.2,0.08
8,0,0.0610214702956,2,0.107,0.201,0.08,-0.075,-0.2,0.08
8,2,0.156357457947,2,0.107,0.201,0.08,-0.075,-0.2,0.08
8,1,0.0415267621936,2,0.107,0.201,0.08,-0.075,-0.2,0.08
9,0,0.252441566662,0,-0.125,0.1,0.034,-0.075,-0.2,0.08
9,2,0.0,0,-0.125,0.1,0.034,-0.075,-0.2,0.08
9,1,0.140443441478,0,-0.125,0.1,0.034,-0.075,-0.2,0.08
1,0,0.236617181771,2,-0.125,-0.201,0.032,-0.125,0.25,0.034
1,2,0.359378010064,2,-0.125,-0.201,0.032,-0.125,0.25,0.034
1,1,0.0,2,-0.125,-0.201,0.032,-0.125,0.25,0.034
10,0,0.405324059988,1,0.125,0.2,0.057,-0.075,-0.2,0.08
10,2,0.0839263725193,1,0.125,0.2,0.057,-0.075,-0.2,0.08
10,1,0.185055880236,1,0.125,0.2,0.057,-0.075,-0.2,0.08
12,0,0.0959944367726,0,0.125,-0.2,0.08,0.125,0.2,0.057
12,2,0.14038523597,0,0.125,-0.2,0.08,0.125,0.2,0.057
12,1,0.0,0,0.125,-0.2,0.08,0.125,0.2,0.057
13,0,0.208642192508,2,-0.175,0.201,0.0,0.125,0.2,0.057
13,2,0.385049513814,2,-0.175,0.201,0.0,0.125,0.2,0.057
13,1,0.0721318830648,2,-0.175,0.201,0.0,0.125,0.2,0.057
14,0,0.689287128909,0,0.125,0.1,0.08,0.125,0.2,0.057
14,2,0.279113610777,0,0.125,0.1,0.08,0.125,0.2,0.057
14,1,0.310828028801,0,0.125,0.1,0.08,0.125,0.2,0.057
18,0,0.206432980328,0,0.125,-0.2,0.034,-0.075,0.1,0.057
18,2,0.0,0,0.125,-0.2,0.034,-0.075,0.1,0.057
18,1,0.0,0,0.125,-0.2,0.034,-0.075,0.1,0.057
21,0,0.0,1,0.125,0.25,0.034,-0.075,-0.1,0.057
21,2,0.0,1,0.125,0.25,0.034,-0.075,-0.1,0.057
21,1,0.0,1,0.125,0.25,0.034,-0.075,-0.1,0.057
25,0,0.0,1,0.0,0.2,0.057,-0.075,-0.1,0.057
25,2,0.0718280071271,1,0.0,0.2,0.057,-0.075,-0.1,0.057
25,1,0.0745981879231,1,0.0,0.2,0.057,-0.075,-0.1,0.057
29,0,0.0,1,-0.075,-0.2,0.017,-0.092,-0.25,0.017
29,2,0.0,1,-0.075,-0.2,0.017,-0.092,-0.25,0.017
29,1,1.60612669123,1,-0.075,-0.2,0.017,-0.092,-0.25,0.017
31,0,0.0937688268656,1,-0.075,0.2,0.017,-0.075,0.2,0.114
31,2,0.0807972388095,1,-0.075,0.2,0.017,-0.075,0.2,0.114
31,1,0.0,1,-0.075,0.2,0.017,-0.075,0.2,0.114
34,0,0.654457263643,1,0.15,0.25,0.017,-0.075,0.2,0.114
34,2,0.0,1,0.15,0.25,0.017,-0.075,0.2,0.114
34,1,0.941353164193,1,0.15,0.25,0.017,-0.075,0.2,0.114
36,0,0.0798590318376,1,0.075,0.2,0.097,0.125,-0.2,0.08
36,2,0.0,1,0.075,0.2,0.097,0.125,-0.2,0.08
36,1,0.0,1,0.075,0.2,0.097,0.125,-0.2,0.08
37,0,0.0,1,-0.075,0.2,0.017,0.125,-0.2,0.08
37,2,0.0,1,-0.075,0.2,0.017,0.125,-0.2,0.08
37,1,0.0,1,-0.075,0.2,0.017,0.125,-0.2,0.08
38,0,0.243229820115,0,-0.075,0.2,0.057,0.125,-0.2,0.08
38,2,0.12288061452,0,-0.075,0.2,0.057,0.125,-0.2,0.08
38,1,0.33465683089,0,-0.075,0.2,0.057,0.125,-0.2,0.08
41,0,0.0643767759466,1,-0.075,0.2,0.097,0.075,-0.1,0.08
41,2,0.15776796142,1,-0.075,0.2,0.097,0.075,-0.1,0.08
41,1,0.0,1,-0.075,0.2,0.097,0.075,-0.1,0.08
44,0,0.0743308669173,1,0.0,0.25,0.0,0.075,-0.1,0.08
44,2,0.0,1,0.0,0.25,0.0,0.075,-0.1,0.08
44,1,0.0,1,0.0,0.25,0.0,0.075,-0.1,0.08
46,0,0.159772288128,0,-0.075,-0.2,0.08,-0.125,-0.1,0.034
46,2,0.117122384362,0,-0.075,-0.2,0.08,-0.125,-0.1,0.034
46,1,0.0,0,-0.075,-0.2,0.08,-0.125,-0.1,0.034
47,0,0.0,1,-0.075,-0.2,0.017,-0.125,-0.1,0.034
47,2,0.0,1,-0.075,-0.2,0.017,-0.125,-0.1,0.034
47,1,0.0,1,-0.075,-0.2,0.017,-0.125,-0.1,0.034
49,0,0.0,1,0.075,0.2,0.08,-0.125,-0.1,0.034
49,2,0.17193275485,1,0.075,0.2,0.08,-0.125,-0.1,0.034
49,1,0.156979771755,1,0.075,0.2,0.08,-0.125,-0.1,0.034
5,0,0.243347642619,2,0.15,-0.201,0.032,-0.125,0.25,0.034
5,2,0.136018449744,2,0.15,-0.201,0.032,-0.125,0.25,0.034
5,1,0.0865650247564,2,0.15,-0.201,0.032,-0.125,0.25,0.034
6,0,0.0,1,0.175,-0.25,0.0,-0.075,-0.2,0.08
6,2,0.0936841810312,1,0.175,-0.25,0.0,-0.075,-0.2,0.08
6,1,0.0,1,0.175,-0.25,0.0,-0.075,-0.2,0.08
9,0,0.228280512597,0,-0.125,0.1,0.034,-0.075,-0.2,0.08
9,2,0.0,0,-0.125,0.1,0.034,-0.075,-0.2,0.08
9,1,0.0960635355349,0,-0.125,0.1,0.034,-0.075,-0.2,0.08
10,0,0.333738042453,1,0.125,0.2,0.057,-0.075,-0.2,0.08
10,2,0.0,1,0.125,0.2,0.057,-0.075,-0.2,0.08
10,1,0.128819139821,1,0.125,0.2,0.057,-0.075,-0.2,0.08
12,0,0.360330196146,0,0.125,-0.2,0.08,0.125,0.2,0.057
12,2,0.211960434477,0,0.125,-0.2,0.08,0.125,0.2,0.057
12,1,0.213825451488,0,0.125,-0.2,0.08,0.125,0.2,0.057
18,0,0.0,0,0.125,-0.2,0.034,-0.075,0.1,0.057
18,2,0.0,0,0.125,-0.2,0.034,-0.075,0.1,0.057
18,1,0.0,0,0.125,-0.2,0.034,-0.075,0.1,0.057
19,0,0.240541986037,1,0.075,-0.2,0.017,-0.075,0.1,0.057
19,2,0.0,1,0.075,-0.2,0.017,-0.075,0.1,0.057
19,1,0.0,1,0.075,-0.2,0.017,-0.075,0.1,0.057
25,0,0.0,1,0.0,0.2,0.057,-0.075,-0.1,0.057
25,2,0.0,1,0.0,0.2,0.057,-0.075,-0.1,0.057
25,1,0.10085120063,1,0.0,0.2,0.057,-0.075,-0.1,0.057
30,0,0.0,1,0.125,-0.2,0.08,-0.092,-0.25,0.017
30,2,0.0,1,0.125,-0.2,0.08,-0.092,-0.25,0.017
30,1,0.179844216987,1,0.125,-0.2,0.08,-0.092,-0.25,0.017
31,0,0.0906299483098,1,-0.075,0.2,0.017,-0.075,0.2,0.114
31,2,0.0,1,-0.075,0.2,0.017,-0.075,0.2,0.114
31,1,0.0,1,-0.075,0.2,0.017,-0.075,0.2,0.114
36,0,0.0840233948,1,0.075,0.2,0.097,0.125,-0.2,0.08
36,2,0.0,1,0.075,0.2,0.097,0.125,-0.2,0.08
36,1,0.0,1,0.075,0.2,0.097,0.125,-0.2,0.08
38,0,0.0,0,-0.075,0.2,0.057,0.125,-0.2,0.08
38,2,0.0,0,-0.075,0.2,0.057,0.125,-0.2,0.08
38,1,0.150486187611,0,-0.075,0.2,0.057,0.125,-0.2,0.08
41,0,0.0,1,-0.075,0.2,0.097,0.075,-0.1,0.08
41,2,0.139317127007,1,-0.075,0.2,0.097,0.075,-0.1,0.08
41,1,0.0,1,-0.075,0.2,0.097,0.075,-0.1,0.08
45,0,0.0980943685046,2,-0.067,0.221,0.032,0.075,-0.1,0.08
45,2,1.00295557586,2,-0.067,0.221,0.032,0.075,-0.1,0.08
45,1,0.136507911493,2,-0.067,0.221,0.032,0.075,-0.1,0.08
47,0,0.0,1,-0.075,-0.2,0.017,-0.125,-0.1,0.034
47,2,0.0,1,-0.075,-0.2,0.017,-0.125,-0.1,0.034
47,1,0.0833953865804,1,-0.075,-0.2,0.017,-0.125,-0.1,0.034
9,0,0.0869399789555,0,-0.125,0.1,0.034,-0.075,-0.2,0.08
9,2,0.0,0,-0.125,0.1,0.034,-0.075,-0.2,0.08
9,1,0.064764808749,0,-0.125,0.1,0.034,-0.075,-0.2,0.08
10,0,0.450837887521,1,0.125,0.2,0.057,-0.075,-0.2,0.08
10,2,0.0,1,0.125,0.2,0.057,-0.075,-0.2,0.08
10,1,0.160108837896,1,0.125,0.2,0.057,-0.075,-0.2,0.08
12,0,0.287172849984,0,0.125,-0.2,0.08,0.125,0.2,0.057
12,2,0.196160412899,0,0.125,-0.2,0.08,0.125,0.2,0.057
12,1,0.200064175314,0,0.125,-0.2,0.08,0.125,0.2,0.057
13,0,0.404116269538,2,-0.175,0.201,0.0,0.125,0.2,0.057
13,2,0.875636115866,2,-0.175,0.201,0.0,0.125,0.2,0.057
13,1,0.122299265523,2,-0.175,0.201,0.0,0.125,0.2,0.057
38,0,0.178944083436,0,-0.075,0.2,0.057,0.125,-0.2,0.08
38,2,0.160165465175,0,-0.075,0.2,0.057,0.125,-0.2,0.08
38,1,0.250360193536,0,-0.075,0.2,0.057,0.125,-0.2,0.08
7,0,0.110001339107,0,0.125,0.1,0.08,-0.075,-0.2,0.08
7,2,0.0,0,0.125,0.1,0.08,-0.075,-0.2,0.08
7,1,0.043697141022,0,0.125,0.1,0.08,-0.075,-0.2,0.08
8,0,0.043310347256,2,0.107,0.201,0.08,-0.075,-0.2,0.08
8,2,0.119829724381,2,0.107,0.201,0.08,-0.075,-0.2,0.08
8,1,0.0427064282652,2,0.107,0.201,0.08,-0.075,-0.2,0.08
9,0,0.397791501915,0,-0.125,0.1,0.034,-0.075,-0.2,0.08
9,2,0.143019359629,0,-0.125,0.1,0.034,-0.075,-0.2,0.08
9,1,0.151539021685,0,-0.125,0.1,0.034,-0.075,-0.2,0.08
10,0,0.145001838956,1,0.125,0.2,0.057,-0.075,-0.2,0.08
10,2,0.0,1,0.125,0.2,0.057,-0.075,-0.2,0.08
10,1,0.0917579718001,1,0.125,0.2,0.057,-0.075,-0.2,0.08
38,0,0.201507319781,0,-0.075,0.2,0.057,0.125,-0.2,0.08
38,2,0.158340614525,0,-0.075,0.2,0.057,0.125,-0.2,0.08
38,1,0.351182052632,0,-0.075,0.2,0.057,0.125,-0.2,0.08
10,0,0.314563932949,1,0.125,0.2,0.057,-0.075,-0.2,0.08
10,2,0.0741235216424,1,0.125,0.2,0.057,-0.075,-0.2,0.08
10,1,0.162568226873,1,0.125,0.2,0.057,-0.075,-0.2,0.08
12,0,0.0,0,0.125,-0.2,0.08,0.125,0.2,0.057
12,2,0.0,0,0.125,-0.2,0.08,0.125,0.2,0.057
12,1,0.0,0,0.125,-0.2,0.08,0.125,0.2,0.057
44,0,0.118198341035,1,0.0,0.25,0.0,0.075,-0.1,0.08
44,2,0.0972008458809,1,0.0,0.25,0.0,0.075,-0.1,0.08
44,1,0.0,1,0.0,0.25,0.0,0.075,-0.1,0.08
9,0,16.55015628,0,-0.125,0.1,0.034,-0.075,-0.2,0.08
9,2,0.0,0,-0.125,0.1,0.034,-0.075,-0.2,0.08
9,1,0.0,0,-0.125,0.1,0.034,-0.075,-0.2,0.08
10,0,0.209167214221,1,0.125,0.2,0.057,-0.075,-0.2,0.08
10,2,0.0,1,0.125,0.2,0.057,-0.075,-0.2,0.08
10,1,0.0887420034737,1,0.125,0.2,0.057,-0.075,-0.2,0.08
